transaction_id,product_id,quantity,amount_price,sales_date
439d3b13-ef1d-4c44-bcbb-a755777c4f5c,31,15,57.08,2024-01-02
15fbbd22-51d6-46bd-a240-0f8db0dac9e8,49,17,95.57,2024-07-07
3ec2574e-4dfd-4330-842c-e261d8527760,85,13,24.26,2024-03-24
a21f1031-4272-488a-82da-2b919e0bdee1,6,9,82.93,2024-02-05
95871f9e-34a5-4559-ac75-a1295101cba0,24,12,67.33,2024-01-31
f8a0bb0c-333a-4f41-87f3-4b9ed1d6bd64,13,2,78.4,2024-01-02
b79bbef9-5e82-4e67-aba2-6cf1c58b5b13,21,14,45.76,2024-02-29
749864f0-40b9-4b52-994a-2268b98223bc,95,18,95.13,2024-04-05
6b1e0bc9-3637-42e5-ba04-663457bc6d3e,72,13,12.69,2024-02-12
5ddca231-0a3a-42e7-bf40-5584cabc707b,34,10,97.05,2024-02-07
52cccac7-1428-4c88-9c6b-3737aa5d993e,44,5,83.19,2024-05-30
cbb64464-dd49-4c1f-b1c8-fe6840a90bde,46,15,18.74,2024-04-24
7fc2bec2-3954-4e14-a812-4f533e7007ea,84,6,87.5,2024-05-08
299ee6a0-0e5d-4e4f-ba20-cb451758cb4e,26,16,85.55,2024-05-28
80455015-20bc-4c31-8b04-23f9fef1d9e1,10,15,43.26,2024-04-14
78b73710-ec10-494c-872e-a19949e1e5ab,10,3,18.62,2024-03-09
a4180ca0-edb5-427a-9952-c4f00dbe1509,96,5,98.29,2024-03-24
64725e86-e2f5-4228-8a90-d80f02e8fd0d,53,14,77.55,2024-07-13
e93ebb6a-b03b-4fc7-bf96-67cf6d93d148,22,19,7.34,2024-03-30
5f800055-3a90-4964-a3cd-5169d647d831,30,17,45.0,2024-02-21
9ab8458f-acfa-4f53-84f2-4be730d9664a,6,1,70.21,2024-02-15
c5102e73-8c68-4b6a-8c79-7f067d104242,46,11,87.54,2024-07-05
1d0420f8-e9c0-430c-80f0-da575066d575,39,11,59.09,2024-05-11
241336d0-5bd8-4197-8a25-d1dbdaec1f3d,22,14,25.4,2024-01-25
3b96aeba-c629-45fd-a159-e54d09783d2f,35,19,82.88,2024-07-25
93a7b380-44a6-4739-ab94-df61bd13debd,8,5,76.25,2024-03-25
41542e5a-9c58-41c5-b3ff-c62b76df2ebb,27,6,29.8,2024-01-27
68018bef-29a8-47ab-8e21-a76c258a10cc,52,5,19.93,2024-04-08
44bc78bb-db38-4981-a77a-0e3f05b66165,9,12,56.75,2024-04-22
7c40a9e9-445e-48f4-b319-d7eae3ad5e04,42,2,20.69,2024-02-28
7450a7c5-55e2-4303-b6a3-d67f038adb10,16,11,77.54,2024-02-12
e05762b3-72f5-4983-b7de-51674d16233a,23,12,50.46,2024-03-29
b9fd35d1-cf88-419d-a778-4db0ebabef11,82,9,59.01,2024-01-01
0e2d6ccb-8796-4d94-9e40-abc653ebc33c,95,6,95.65,2024-07-22
b20df1bf-a987-4303-b533-b4c8fb3e23a7,89,8,85.25,2024-02-03
4fb46bc8-9acf-4f4b-abde-a2c5425aabee,65,14,54.69,2024-05-10
aaccc2bd-3d09-4a7e-8477-d1549ce4a5b5,92,14,96.97,2024-01-08
175f25d4-83fc-418f-a493-6ce9b46b05f7,8,6,54.84,2024-04-05
9e66594c-c28e-4ba6-aadd-a679e2b306f2,82,7,23.86,2024-02-07
b96fbbcb-aa2d-49f8-b9ec-ec6f3698005c,25,15,75.98,2024-04-13
a420fc40-9444-4919-be6e-aeb55d91da6f,20,1,20.76,2024-06-28
f615c8bd-7c83-459f-95c0-37ca01058b8c,92,2,81.99,2024-01-25
bb17fc9b-55eb-4e6b-bde8-651d7d4a535f,64,13,43.02,2024-03-30
659cd51a-a194-4df0-b2fc-800b8c5bd8eb,5,11,27.46,2024-03-03
10d69fc2-a40d-415d-8c8d-fcffcafed87e,28,12,11.47,2024-03-14
76e46058-70a9-4984-b927-57e13c5c1b92,11,7,47.22,2024-04-16
8fdcd8f0-889b-49b6-8ff8-dd666aef57cc,46,4,71.0,2024-06-09
1a22efda-8a83-4600-b888-35c59ad0009f,36,3,18.7,2024-05-21
6a14ca3d-a422-45bb-b0d0-7c4259eeec4b,32,1,41.61,2024-06-15
0c2b722e-d138-4384-9d45-d59d707f245f,26,6,96.34,2024-03-16
7d0643a8-964b-43ea-8285-cd75d9758e5d,21,3,79.92,2024-06-21
f554d546-724a-44e6-b3e5-d98c186fd8f0,24,3,87.13,2024-07-10
6181375d-fe28-47c1-ad19-0a866b0ab16e,29,6,64.82,2024-05-26
b21a0d78-1163-4e58-9047-c1cb815606b0,28,16,5.55,2024-03-14
005400fb-1fbb-43ab-af9b-5d9dac5ea1b0,88,4,37.59,2024-01-23
789326fa-2834-4f7a-a047-79be4bbb3d5b,7,6,90.9,2024-05-26
99399670-4da0-4838-a109-ca999721a900,47,10,85.79,2024-06-04
97ed6ee6-1155-4778-b225-52f7b518c6f1,54,7,31.14,2024-02-09
2890880d-a1ad-4aec-b757-7f732bfa2250,94,10,28.01,2024-06-24
e3ab3f10-00da-497d-a35e-7cbc46cbb4a1,86,8,82.06,2024-01-26
0d756d09-c1b0-4334-aebb-bcda9b823409,96,6,51.63,2024-01-08
c3d8a373-a263-4c6f-bca8-0a0e6d4bf05e,27,4,43.54,2024-01-18
2e1c654f-b75c-4014-b8f7-fcb2f1849aab,24,3,46.07,2024-01-22
2e83deec-9771-4ed0-a243-316b940c5191,94,2,12.0,2024-01-13
e669548a-36a2-4fe3-9b8e-74c7807c88e7,32,2,31.33,2024-07-01
b5365e50-9230-4425-92be-503de04d78c6,40,9,70.04,2024-03-13
3fe1ed02-d87b-4020-810b-3cf092684441,2,16,35.03,2024-06-03
fb9e45b3-347c-4434-ad99-5c943afd4bc9,56,9,55.78,2024-04-24
96cc629c-5fa4-4567-960d-2b9edce0a840,36,11,99.97,2024-02-25
daaa92d7-a961-4444-bdc3-448fea24b1f2,99,8,15.26,2024-04-24
d8f2f274-ce41-4bd1-a7ab-cfe2c755fbd6,32,10,38.32,2024-04-24
a854bd33-3087-4600-8cd1-96ecb8cc4bf5,98,13,90.0,2024-02-11
6f006d13-c17f-455c-b280-ea7c3b622f3e,82,7,20.99,2024-04-30
ee09c116-afd1-4254-ae44-1ec2f0bd7f44,6,5,34.97,2024-04-29
9393ab64-0f90-4006-b73c-f9307c8452d2,73,16,77.88,2024-03-05
ee7cc508-4ac3-4ea3-b07b-466c2f014b2c,84,18,62.67,2024-02-07
3e8bb4f2-5256-4ad8-8e04-d1b1ad4dee3e,94,5,12.12,2024-05-09
2fd71caa-f747-4bcb-a58b-4eeeb5fe7be0,56,15,98.41,2024-01-04
045bbb1a-be47-47eb-825e-05ed1591d786,89,18,54.62,2024-06-01
57f7def3-c709-46c5-84f1-2a8ace1b7b42,91,4,40.48,2024-05-11
a00acc15-0963-4881-bda1-8863000f19d4,29,8,57.65,2024-01-11
8476b019-0672-4b67-ab86-e1653b9736ee,70,18,53.31,2024-06-09
5e1c9b9f-aa5f-495c-8467-efd0f24cf49c,54,16,59.14,2024-04-23
9e24cfb1-5c7c-45a0-bbca-2dad98ce0aea,33,18,18.36,2024-07-26
433dc381-2496-4792-a048-a2cc18396f18,60,9,13.91,2024-02-15
45dd1771-09da-4d01-992d-09550096c391,59,9,71.29,2024-04-09
e9a0a071-aba2-4a01-a1d9-3416027468bc,18,5,66.42,2024-03-18
3f27e715-36db-47fd-b19e-57c5e1f03e78,77,4,57.15,2024-05-12
e14dc357-e6a4-4ee5-beef-5fffcc55f4bc,91,11,68.39,2024-02-02
8baa5811-a1c8-4698-ad9b-48de867f38f1,9,3,36.36,2024-06-06
259d94ad-c3c6-4e94-bcf1-9df0e11f823e,35,16,64.73,2024-04-14
c6003f45-fc1e-41ea-8e5c-ab9fcfbd8ef6,97,5,9.42,2024-02-26
5840a230-0d2f-4956-96f3-01701f2b5ca9,67,5,57.12,2024-05-30
2078e8ec-9830-40ec-afee-bc67b9838139,25,19,15.34,2024-04-05
018c2e78-f0bd-400b-8c96-62ad7a5b8d00,47,12,57.74,2024-07-16
26f713f3-a245-4530-accc-7c3e6758bf56,52,16,34.0,2024-01-19
af0471e2-b64a-4968-bb55-e62a8cea093c,75,5,56.29,2024-01-17
9138f1f9-681c-4c1f-bf3b-7da16cd32191,44,3,92.61,2024-02-10
c1051ad8-1666-444d-8bd1-8cac520cc715,29,15,35.12,2024-07-12
903bec50-771a-46f6-bff2-af16af11c852,26,11,51.63,2024-01-03
6f98819f-48cf-4450-bbb3-26ef82c413b8,5,2,79.81,2024-06-21
b5a90748-dada-45f7-9789-2c21800389c0,78,19,37.48,2024-06-12
0b626d8b-9f10-44ae-bb41-674bed0a0e8c,9,17,15.66,2024-05-23
ab7d6067-1aa8-40a8-8a86-db10216a71a3,62,8,71.75,2024-03-19
9aa747f4-c07f-48dd-865a-84d154308efe,23,14,54.19,2024-07-08
2354d124-80db-490d-ba53-d153972a66da,24,7,79.98,2024-01-20
54224bcd-207e-486b-99d7-6350fb3c6a71,34,2,14.86,2024-07-10
b61f70f8-e1cf-414e-bdc8-f55a24353302,21,3,60.52,2024-04-14
0c7fbeb2-23e3-495c-ae87-0be42dfd5733,82,15,10.16,2024-02-14
8a6963c8-9402-4884-b8f7-f77f5db0d993,92,3,47.02,2024-02-12
877a1204-d02a-455c-ad39-c06c0d35c1cb,36,15,14.62,2024-06-16
f34997ad-6707-43ef-906c-7a87c6a7488e,89,17,61.13,2024-04-01
1eeebaec-7e3c-4f25-9476-7e1ca6598912,54,12,14.79,2024-06-01
18d004c8-7eb4-4797-ba38-0c222eb37892,6,4,85.97,2024-05-03
0589820f-f001-4e0a-98cd-3bb9e63244d3,70,16,7.94,2024-01-22
0a499d66-53e8-4b07-ba3e-20fdfd4056bf,96,19,77.51,2024-04-15
d465b686-22ab-40dc-9d9a-66d7076a65db,17,5,49.81,2024-03-03
10461db1-240f-469c-8a8c-3aee990e4c0a,60,8,41.27,2024-03-15
172ddd80-c4d2-4731-8a72-4ab660fda2c9,77,9,95.35,2024-06-08
4c19e1e4-8a5b-4fee-94ab-d73cd1c483ef,79,6,49.21,2024-01-30
94a51fae-1079-4a35-90c0-c288ed1e6e05,28,8,45.86,2024-05-09
ea31b06e-9dcb-4159-b486-7410967ae0ef,22,7,20.51,2024-02-03
ead736c6-cc98-4b91-8a2c-346efa093c3a,59,15,14.56,2024-05-20
ce9a44c9-bade-4107-88e1-57c542d7c92e,66,9,63.57,2024-04-13
bf4b8cc4-474b-41d2-a96e-9dff9f1b1b59,99,14,20.39,2024-04-11
dccc4f01-10d8-49a4-ae6b-91b465fc28b8,8,4,33.85,2024-01-19
0aea5970-7c36-4948-a61b-1dfb537b349b,97,18,56.0,2024-01-22
8cec1ac8-44f2-4456-9c30-2b8e6ea7639f,87,1,61.74,2024-06-03
d659d424-2cd6-45ee-a8e8-d49cf8d16a55,54,1,49.93,2024-04-24
6c7cdf1f-94ae-4d21-ac1e-de2b5d89e686,72,1,87.77,2024-05-01
43906096-abd3-4bd4-b82e-18cba522d939,9,12,90.24,2024-04-08
a28a5f6c-1123-4b5d-8f91-e4e037e61b3a,43,15,95.28,2024-02-05
fbb6061d-ca3d-40b9-a8ab-55f4e191c3e6,84,6,75.43,2024-06-30
ccb334b4-3300-4a54-b6e6-e2e69945f0c2,9,13,80.03,2024-07-13
dacf732d-7466-4b1a-b716-7202f33534dd,21,10,11.7,2024-03-23
76af2fb4-b812-4f6a-bd96-12750ea20266,58,19,32.33,2024-07-15
6dac7318-68f8-4973-b4dd-486cc59d6409,10,18,53.89,2024-01-18
3300c3de-d8ff-40fd-be72-0b9b819b8c0d,1,12,52.89,2024-05-11
7297fdd0-fddd-4b12-9ebb-fab0983d387d,66,19,62.7,2024-02-07
babeb579-c4d8-4c4b-b2a6-d7d6172ee67b,20,5,48.11,2024-04-26
4cc36508-79a7-419f-929e-4924810fea1f,79,5,87.65,2024-05-21
52c7fc90-0ad8-42b7-8dc2-d07f60ef0b5f,21,3,76.7,2024-06-18
46221382-42a4-4198-b6d5-83f35661accb,8,19,34.8,2024-04-19
27728c4c-2ff5-470d-89e8-2ccf25da01e8,39,8,41.4,2024-01-22
8f221401-a340-4d90-8f70-c6f0ba78364e,90,10,78.23,2024-05-09
ea06079a-46fa-4480-a006-b90cbf2a2d64,22,5,54.76,2024-01-10
dfa0ca25-bbf6-4fa6-bc85-9aff2ac4f894,62,12,38.12,2024-04-01
8f3a371f-a3d1-4155-b983-aacc7ebc6a5c,26,5,43.84,2024-02-29
be34ed98-e27a-4ca5-8f88-f9a2808ef6a5,54,14,98.3,2024-03-16
2771eae3-874a-41c7-a149-eea2c3178169,85,16,74.5,2024-03-11
289d0bcd-15f0-4348-9cfd-6b96ec5554a0,99,3,51.84,2024-06-03
4dcdb63b-3877-4d2b-9ffa-d9dd1168a9d0,42,19,10.62,2024-01-07
21832181-e991-4499-9c98-743a79851dc4,72,6,38.72,2024-05-03
dff0b947-5ff7-455e-a4d8-1dd214de2530,25,10,23.25,2024-06-19
87420ccf-36ef-458b-9a5a-8215458463bb,99,13,33.8,2024-06-11
bf40308e-b437-417e-b951-dee8e0c83349,62,1,63.24,2024-04-03
2f6c3fbd-c7ca-4156-b9fc-5e4e45517143,98,2,22.87,2024-01-10
7a201fbb-73c2-4fa7-a2bc-a7a8738e6a2e,49,19,96.36,2024-02-28
91ed95c4-8eb0-4d38-ba65-6c3fade70b8f,5,12,29.9,2024-01-17
e0e0d631-c692-4f2c-bdfe-ed9e9760dd59,60,10,64.77,2024-01-08
34f2634f-4cce-4c7d-a25b-13e56293210f,72,8,57.78,2024-05-11
6669d3f2-80d6-4afa-a02b-e8cf0e793b68,93,9,22.06,2024-07-14
5d4a3002-25fb-4989-acc6-f260e8991fe4,14,5,28.06,2024-01-29
3342cbbe-8d01-44ee-96ba-a02dd629937b,40,17,14.48,2024-06-09
bf11b2ab-6351-4cac-adc9-20b21e6221e3,59,18,27.5,2024-05-04
5c099d20-a967-499e-91f1-58e5963035e3,89,19,50.3,2024-07-14
d45e076b-2f38-48a6-b374-8d180b5b42c2,48,9,90.18,2024-06-30
c0d050a8-6c11-43da-a032-70f56a3e5169,47,15,85.61,2024-06-20
43642658-4adb-4099-a695-53eb663ffd31,62,17,14.86,2024-04-16
96ee90eb-366d-4226-b0a3-f327e87f72b8,88,6,97.59,2024-07-18
8c09243d-6d7c-45e8-a28f-87169bbe68df,75,19,69.37,2024-07-02
30567749-5045-4ea2-8701-f2ee7cbe6e0c,59,10,85.41,2024-03-12
bf4978c8-daab-4744-937d-9a698e167da5,87,6,15.36,2024-02-23
03eb53ec-d5b8-41bc-93f6-3481ee17cae8,81,15,47.56,2024-03-12
4fcbe29d-ffff-4ac4-81ba-a655de02ee11,13,18,17.47,2024-05-24
4fb70c4d-cec8-4d63-9f3d-77639e6d52b5,72,14,21.82,2024-06-10
1e52e89c-47d2-4f8f-8397-deeb042cc2b0,61,6,32.96,2024-03-26
6e6f3215-d572-4d80-9b5b-08c5d8ea4a8e,34,19,17.91,2024-05-08
0393a256-1c97-425b-9104-cbd4ac03da8d,55,1,57.16,2024-06-18
0de26c52-0961-44c1-8d54-e012544ab6de,98,18,64.58,2024-03-07
220690a2-ef3b-4c07-a528-7c486cb411d4,24,19,81.12,2024-06-23
1c853b29-a0b7-4d86-a4bc-862761325163,88,19,84.67,2024-04-16
374d48c1-1da2-44d4-a827-257b198c896e,40,15,22.2,2024-06-30
f4e4750b-87a3-4b15-a177-4df1cd8d3925,7,6,70.78,2024-04-05
4d7eed89-0295-489c-8b15-51c8f7b2a797,34,16,14.03,2024-05-31
318aecff-d1e2-47bf-a433-03e6dfc8908b,84,3,46.84,2024-02-13
3be30e3f-175a-48fe-b993-f1936807b24f,42,6,15.38,2024-04-26
abef8a05-ddc7-4699-886b-b96ccbf8cb3f,7,11,29.54,2024-03-10
f0a55dc8-a398-4e36-8905-8ce281eb0180,9,5,81.01,2024-06-20
f1c7691f-3425-4710-9f78-9790b4e4214c,10,18,17.24,2024-01-30
a2be2103-da1d-47c8-b9b6-7981bdec45e6,62,5,93.79,2024-01-30
84c940ba-a516-4989-bc18-f4b01e1728db,23,14,22.71,2024-02-05
9b03fe98-2cba-4cb6-8193-de945f05fab5,79,16,16.84,2024-03-18
4e9ae02b-39d3-46c6-b28d-7e1fad2585b4,88,8,55.44,2024-07-17
bd074b4e-2c8c-4e17-950b-ef421ed8311f,78,10,82.58,2024-02-03
c9845794-49bc-4dd2-b320-389d71ef4026,96,3,98.22,2024-04-04
c211bb37-539e-4595-9ff8-3c87a3ef1fda,4,2,98.15,2024-07-20
2656c8fe-09f5-42d9-bfa6-95c935027d1e,20,15,29.29,2024-05-15
20db11db-97b9-4160-a924-e6c968ea008f,59,19,69.7,2024-03-27
16376833-2fc3-4284-a14b-fee9752b351f,66,7,23.32,2024-02-12
1be0c063-41de-45dc-9813-16122ca1af73,21,18,96.38,2024-05-07
1e050b1d-806a-4163-8ee2-b0e6b6412c68,48,2,77.45,2024-07-15
38f4c7cd-3b14-4ad4-bb29-6a3c6d630c50,34,17,14.16,2024-06-26
9ef52356-5fd8-4f5b-9490-2366c73d0d6b,34,2,71.07,2024-06-12
683b40a8-c2a3-456c-8481-6f5159215216,71,14,8.51,2024-02-17
f58750cd-86b8-4229-8301-a2d75b2b14ec,86,10,85.79,2024-03-13
bbb8b6ee-ead7-4af7-b14c-e633e004451b,77,4,44.86,2024-03-31
9876b741-e6ce-4dd9-af62-c4d6482ad159,94,12,81.19,2024-03-08
0418ddd8-551a-4ad0-8331-2f1f8dd1d8fe,17,13,88.92,2024-03-08
423a7c1a-75ec-4cac-acb2-50d14477fc6c,19,10,74.52,2024-02-28
a1615551-55a3-4224-ae04-2709324652c1,6,3,70.1,2024-03-05
f34ac1cd-abf4-4e0d-a92f-1849ea179258,46,16,88.69,2024-06-19
0e158ec0-7eb1-456d-934e-5c4160812d31,70,6,98.65,2024-02-10
541f8b54-bf02-4e21-bf59-9fa42726360e,14,12,86.17,2024-05-04
32769a22-d7cf-48dd-ac65-c8cd28fe05eb,80,4,64.01,2024-06-22
c309d977-e15b-43dd-96a8-0a12ad024b13,96,2,27.89,2024-05-17
3a85838c-e04d-4430-8546-ba75420e64d8,93,9,54.84,2024-02-26
5c7c9945-cb88-415a-b7b5-1851b60e5562,65,11,99.77,2024-04-13
d764db9b-7645-409d-ad2a-77a49016e90e,79,11,34.22,2024-06-19
6f9e0023-71ba-4098-9868-3a6b9f013eac,44,15,41.02,2024-05-26
0dee4563-6968-4fbc-bf27-84cbeeecb62a,9,12,59.63,2024-01-31
b0efcdb0-2390-4c0c-b941-623cd5e5e539,35,6,18.36,2024-04-07
43ef7a9d-d6b5-4272-aa20-5a99e28afee2,32,11,89.67,2024-07-12
be6077c2-a191-47fb-aef3-d1c8ff439c25,84,11,73.21,2024-01-10
ba53f357-2ff7-4136-bd35-e21d4423f3bf,20,4,16.5,2024-06-12
b1287465-d71b-4970-927c-dcbe2e8ba1d3,45,3,83.27,2024-04-26
b4b1207f-4db0-4151-b8e8-28ae3cc6333a,83,19,55.81,2024-06-28
87f639ad-13d5-4490-b9a5-e58e89fb0327,78,9,57.49,2024-03-10
30975e39-07aa-451f-9f1a-ff34c9d37a7d,40,9,15.06,2024-02-25
82b47eb0-874a-4e82-98c6-6e46b903fe9f,65,18,87.13,2024-07-11
38349ba3-ffb8-4b38-96bf-1d45c03567ce,25,9,86.32,2024-01-21
a0e2c6e0-e6a2-424c-adc7-91ca38512996,35,8,89.58,2024-03-06
32b134d1-8dcb-4033-8ee7-6647e50324f4,54,10,28.49,2024-04-12
20f57031-316c-4d3c-942a-39b52264c918,73,9,25.12,2024-01-23
40ad74c4-70e1-49b0-95b7-bd0c5a2783ee,18,19,82.59,2024-04-15
903d8ba1-899b-44d3-b5ed-870f2a9cf020,68,2,59.49,2024-02-09
7aa5a895-7f95-424d-9b66-616cae6386d3,44,8,40.46,2024-01-02
e1e8e1db-e903-4ea8-b8dc-90435c6856da,75,16,37.49,2024-07-07
14458830-cc3a-4843-b5f7-fcba111d746b,82,15,15.64,2024-07-12
82510e90-5ffe-4fb8-8146-023be61f6a9a,100,12,9.54,2024-05-12
28e349d0-e903-4a55-afa8-5ec5439bf0ec,25,10,91.91,2024-05-27
ae6f45fb-c246-498d-9320-e3c3105b605d,94,7,10.9,2024-02-13
f261439d-456c-488a-95b3-069f41d5b4af,42,13,11.88,2024-07-04
e15dbf4b-a3f7-4954-a472-d4986db689cb,100,18,82.83,2024-02-04
391ffa8a-3372-40a0-9eac-04e5e01acf1b,18,17,73.43,2024-04-12
45ddfc7e-4b11-47d1-89b1-de00a8fb8408,5,8,51.33,2024-01-08
f504ed10-5e53-4c9f-a1da-f954a411592c,54,15,46.12,2024-05-17
2a48f0bd-e202-4247-931e-eef78fba0806,90,2,19.18,2024-05-20
257247c4-8e5e-4546-a81e-c285bad85666,6,17,23.91,2024-05-19
72dd1e01-9d73-43fd-880d-aba2daf1fe82,79,18,51.54,2024-06-17
276c4c32-830a-4082-ab29-d82366f1ee8d,54,14,6.6,2024-06-20
6c5153ca-75bf-45c7-8bbc-594b0964ba9f,88,11,85.16,2024-05-27
